id,agencia,CATEGORÍA CENSO 1,CANTIDAD DE SCHOPERAS CCU,CANTIDAD DE SALIDAS,CANTIDAD DE SHOPERAS COMPETENCIA ,CCU/ABINBEV/OTRAS MARCAS COMPETENCIA
587819,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
2311174,CORPA,LOCALES EN REGLA,1,3,0,
2317677,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2278668,CORPA,LOCALES EN REGLA,2,4,1,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
754777,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
723608,PK,LOCALES EN REGLA,0,0,0,
549413,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
1378333,CORPA,LOCALES EN REGLA,2,2,0,
1925154,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
561481,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
604090,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
2195376,CORPA,LOCALES EN REGLA,1,4,1,
2342133,CORPA,LOCALES EN REGLA,1,4,1,AUSTRALROYAL GUARD
2131320,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
2246391,PK,LOCALES EN REGLA,0,0,0,
816211,PK,LOCALES EN REGLA,0,0,0,
2214113,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2284283,PK,LOCALES EN REGLA,0,0,0,
2293123,PK,LOCALES EN REGLA,0,0,0,
1367434,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2281461,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
675250,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
882119,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
559238,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
661790,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
523130,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
1385036,CORPA,LOCALES EN REGLA,1,1,0,
799231,CORPA,LOCALES EN REGLA,1,2,1,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2329895,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
2204048,PK,LOCALES EN REGLA,0,0,0,
1387879,PK,LOCALES EN REGLA,0,0,0,
823434,PK,LOCALES EN REGLA,0,0,0,
2010484,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
587394,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1733652,CORPA,LOCALES EN REGLA,2,2,0,AUSTRALROYAL GUARD
675353,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
2224018,CORPA,LOCALES EN REGLA,2,1,0,AUSTRAL
2222569,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
1690973,PK,LOCALES EN REGLA,0,0,0,
2253226,CORPA,LOCALES EN REGLA,1,2,3,AUSTRAL
2308988,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
703818,CORPA,LOCALES EN REGLA,1,2,1,CRISTALROYAL GUARD
1748795,CORPA,LOCALES EN REGLA,2,2,0,AUSTRALROYAL GUARD
778449,PK,LOCALES EN REGLA,0,0,0,
506267,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
527752,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
674302,CORPA,LOCALES EN REGLA,1,2,2,BUDWEISERSTELLA ARTOIS
637983,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
562471,PK,LOCALES EN REGLA,0,0,0,
2164524,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
559957,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
2360921,PK,LOCALES EN REGLA,0,0,0,
1663195,PK,LOCALES EN REGLA,2,1,0,HEINEKEN ( de CCU)AUSTRAL ( de CCU)
1476149,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
1673300,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1671706,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
666438,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
2205288,PK,LOCALES EN REGLA,2,1,0,ROYAL GUARD  ( de CCU)ESCUDO ( de CCU)
1302919,PK,LOCALES EN REGLA,0,0,0,
673656,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
1396272,CORPA,LOCALES EN REGLA,1,3,0,
1809394,PK,LOCALES EN REGLA,0,0,0,
2098633,CORPA,LOCALES EN REGLA,1,1,1,
992636,CORPA,LOCALES EN REGLA,1,2,1,
1439271,PK,LOCALES EN REGLA,0,0,0,
1761699,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
613474,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
1350633,CORPA,LOCALES EN REGLA,1,1,0,
2211255,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
1716006,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
2172280,CORPA,LOCALES EN REGLA,,,,AUSTRAL
2299083,PK,LOCALES EN REGLA,0,0,0,
1437394,CORPA,LOCALES EN REGLA,1,3,1,
2303209,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
2344638,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
1379283,PK,LOCALES EN REGLA,0,0,0,
1474181,CORPA,LOCALES EN REGLA,1,1,0,
1378334,PK,LOCALES EN REGLA,0,0,0,
1321550,PK,LOCALES EN REGLA,0,0,0,
882118,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2346315,CORPA,LOCALES EN REGLA,1,1,0,
2273203,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2121329,CORPA,LOCALES EN REGLA,,,,
2137137,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
2315978,PK,LOCALES EN REGLA,0,0,0,
2265399,CORPA,LOCALES EN REGLA,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2222524,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
1461161,CORPA,LOCALES EN REGLA,1,2,0,
1969171,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
2127610,PK,LOCALES EN REGLA,0,0,0,
849574,PK,LOCALES EN REGLA,0,0,0,
2338844,PK,LOCALES EN REGLA,0,0,0,
2146889,PK,LOCALES EN REGLA,0,0,0,
1986231,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
1713608,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
740276,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
2260332,CORPA,LOCALES EN REGLA,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2304901,PK,LOCALES EN REGLA,2,1,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1395174,PK,LOCALES EN REGLA,0,0,0,
809760,PK,LOCALES EN REGLA,1,2,1,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)BECKER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2146378,PK,LOCALES EN REGLA,1,2,1,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)BECKER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2198221,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
977895,CORPA,LOCALES EN REGLA,1,2,0,
1928685,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2103507,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1680164,PK,LOCALES EN REGLA,1,3,1,CRISTAL ( de CCU)STELLA ARTOIS (de ABINBEV)
2206718,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
1360695,PK,LOCALES EN REGLA,0,0,0,
932524,PK,LOCALES EN REGLA,2,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)HEINEKEN ( de CCU)
2323715,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
847296,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
1921940,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2282741,PK,LOCALES EN REGLA,1,6,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
2132667,PK,LOCALES EN REGLA,2,2,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
1989914,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
688905,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
2300087,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
1521543,PK,LOCALES EN REGLA,2,6,2,DOLBEK ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)
1436079,PK,LOCALES EN REGLA,1,1,1,HEINEKEN ( de CCU)
2315454,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
1987633,PK,LOCALES EN REGLA,0,0,0,
595975,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
572569,PK,LOCALES EN REGLA,0,0,0,
748904,PK,LOCALES EN REGLA,0,0,0,
934799,CORPA,LOCALES EN REGLA,,,,
1997949,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)
750704,PK,LOCALES EN REGLA,0,0,0,
1922362,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
725901,PK,LOCALES EN REGLA,0,0,0,
677361,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
677226,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
675528,CORPA,LOCALES EN REGLA,0,5,2,BUDWEISERSTELLA ARTOIS
614666,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
677541,CORPA,LOCALES EN REGLA,2,2,0,
677188,CORPA,LOCALES EN REGLA,,,,
674057,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
590036,PK,LOCALES EN REGLA,0,0,0,
675842,CORPA,LOCALES EN REGLA,1,2,0,
2318412,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
1446120,CORPA,LOCALES EN REGLA,1,2,0,
1605293,PK,LOCALES EN REGLA,1,2,0,ESCUDO ( de CCU)HEINEKEN ( de CCU)
614104,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
2247957,PK,LOCALES EN REGLA,2,2,1,CRISTAL ( de CCU)ESCUDO ( de CCU)STELLA ARTOIS (de ABINBEV)
929814,PK,LOCALES EN REGLA,0,0,0,
2085396,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
784774,PK,LOCALES EN REGLA,0,0,0,
1601436,PK,LOCALES EN REGLA,1,3,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)STELLA ARTOIS (de ABINBEV)
793586,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
680792,CORPA,LOCALES EN REGLA,2,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
675872,CORPA,LOCALES EN REGLA,,,,
1456421,CORPA,LOCALES EN REGLA,2,2,0,BUDWEISERSTELLA ARTOIS
1672470,CORPA,LOCALES EN REGLA,2,4,1,AUSTRALROYAL GUARD
679554,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2029238,CORPA,LOCALES EN REGLA,1,2,1,AUSTRALROYAL GUARD
742200,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
805496,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2115537,CORPA,LOCALES EN REGLA,1,3,3,AUSTRALROYAL GUARD
674550,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
673662,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
675634,CORPA,LOCALES EN REGLA,1,2,0,
801719,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
2077779,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
2159208,PK,LOCALES EN REGLA,0,0,2,
990725,PK,LOCALES EN REGLA,1,3,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2112320,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)
614462,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2297063,,,,,,
2276223,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
677962,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1307321,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)
819959,PK,LOCALES EN REGLA,2,2,1,AUSTRAL ( de CCU)GUAYACAN ( de CCU)GUAYACAN ( de CCU)STELLA ARTOIS (de ABINBEV)ROYAL GUARD  ( de CCU)PILSEN  (de ABINBEV)
898975,CORPA,LOCALES EN REGLA,,,,
1419585,PK,LOCALES EN REGLA,0,0,0,
2247956,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
614652,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
878479,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
1331611,CORPA,LOCALES EN REGLA,3,6,2,
806508,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
1891310,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2111370,PK,LOCALES EN REGLA,0,0,0,
598585,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
1364450,CORPA,LOCALES EN REGLA,1,1,0,
710556,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
901210,PK,LOCALES EN REGLA,0,0,0,
1942563,CORPA,LOCALES EN REGLA,1,1,0,
744837,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
689273,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
934367,PK,LOCALES EN REGLA,0,0,0,
2223465,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
2202217,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
2150137,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
591464,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
505022,CORPA,LOCALES EN REGLA,1,3,1,BUDWEISERSTELLA ARTOIS
840490,CORPA,LOCALES EN REGLA,1,2,2,BUDWEISERSTELLA ARTOIS
2242217,CORPA,LOCALES EN REGLA,2,2,0,AUSTRAL
1395154,PK,LOCALES EN REGLA,2,4,0,DOLBEK ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1952768,PK,LOCALES EN REGLA,0,0,0,
2243547,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
1716636,PK,LOCALES EN REGLA,1,20,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
549585,PK,LOCALES EN REGLA,1,2,1,CRISTAL ( de CCU)HEINEKEN ( de CCU)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
678469,PK,LOCALES EN REGLA,0,0,0,
864120,PK,LOCALES EN REGLA,0,0,0,
2347692,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
785321,PK,LOCALES EN REGLA,0,0,0,
2289465,PK,LOCALES EN REGLA,0,0,0,
697464,PK,LOCALES EN REGLA,0,0,0,
1307329,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
860190,PK,LOCALES EN REGLA,0,0,0,
573909,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
1489147,PK,LOCALES EN REGLA,1,3,1,CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2290065,PK,LOCALES EN REGLA,0,0,0,
1426149,PK,LOCALES EN REGLA,1,1,0,AUSTRAL ( de CCU)
2322099,CORPA,LOCALES EN REGLA,1,4,1,
1756587,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ESCUDO ( de CCU)
1352572,CORPA,LOCALES EN REGLA,1,2,2,
525452,CORPA,LOCALES EN REGLA,,,,
1698343,PK,LOCALES EN REGLA,0,0,0,
1569734,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
1668487,CORPA,LOCALES EN REGLA,1,3,1,AUSTRALDOLBEKROYAL GUARDMARCA NO IDENTIFICADA
1649543,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2248070,PK,LOCALES EN REGLA,1,3,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)KILOMETRO 24.7 (de ABINBEV)STELLA ARTOIS (de ABINBEV)
784101,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1920002,PK,LOCALES EN REGLA,0,0,0,
2130414,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
677636,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2316542,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2112351,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1741730,CORPA,LOCALES EN REGLA,2,2,1,
1720586,CORPA,LOCALES EN REGLA,1,4,1,AUSTRALROYAL GUARD
1746959,PK,LOCALES EN REGLA,0,0,0,
565604,PK,LOCALES EN REGLA,1,2,0,ROYAL GUARD  ( de CCU)
1549722,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
1386232,CORPA,LOCALES EN REGLA,,,,
783100,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
1354631,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
525711,CORPA,LOCALES EN REGLA,1,3,1,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1354333,CORPA,LOCALES EN REGLA,,,,
2254472,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
1326141,PK,LOCALES EN REGLA,0,0,0,
1646746,PK,LOCALES EN REGLA,2,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)HEINEKEN ( de CCU)
882060,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
884159,PK,LOCALES EN REGLA,0,0,0,
1924252,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2137342,PK,LOCALES EN REGLA,0,0,0,
2264864,PK,LOCALES EN REGLA,2,3,2,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2239195,CORPA,LOCALES EN REGLA,1,3,1,AUSTRAL
790061,CORPA,LOCALES EN REGLA,1,3,1,BUDWEISERSTELLA ARTOIS
1567907,CORPA,LOCALES EN REGLA,,,,
2255319,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
678624,CORPA,LOCALES EN REGLA,1,2,2,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
550900,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
1382478,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1728633,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
1301536,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
573983,PK,LOCALES EN REGLA,1,1,0,AUSTRAL ( de CCU)
1307380,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
711918,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
807947,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1573798,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
549626,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
532389,CORPA,LOCALES EN REGLA,,,,
830120,CORPA,LOCALES EN REGLA,,,,
565572,PK,LOCALES EN REGLA,0,0,0,
590233,PK,LOCALES EN REGLA,1,3,0,KUNTSMANN ( de CCU)
981789,PK,LOCALES EN REGLA,2,4,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)KUNTSMANN ( de CCU)BUDWEISER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)ROYAL GUARD  ( de CCU)
678473,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
552809,PK,LOCALES EN REGLA,0,0,0,
565523,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
676980,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
573528,PK,LOCALES EN REGLA,1,3,0,CRISTAL ( de CCU)ESCUDO ( de CCU)KUNTSMANN ( de CCU)
789426,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
730374,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
557467,PK,LOCALES EN REGLA,0,0,0,
592371,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
584463,PK,LOCALES EN REGLA,0,0,0,
2306694,CORPA,LOCALES EN REGLA,,,,
797287,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
800524,PK,LOCALES EN REGLA,2,2,0,CRISTAL ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)
1577721,PK,LOCALES EN REGLA,0,0,0,
1387397,PK,LOCALES EN REGLA,0,0,0,
2059676,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
858199,PK,LOCALES EN REGLA,0,0,0,
1342406,CORPA,LOCALES EN REGLA,,,,
694462,PK,LOCALES EN REGLA,2,1,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
780356,PK,LOCALES EN REGLA,0,0,0,
2265874,PK,LOCALES EN REGLA,0,0,0,
502236,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
994978,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
840691,PK,LOCALES EN REGLA,0,0,0,
675323,PK,LOCALES EN REGLA,2,2,0,CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)HEINEKEN ( de CCU)
1654522,PK,LOCALES EN REGLA,1,1,0,AUSTRAL ( de CCU)ROYAL GUARD  ( de CCU)
1419650,PK,LOCALES EN REGLA,0,0,0,
557523,PK,LOCALES EN REGLA,0,0,0,
524971,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2126364,PK,LOCALES EN REGLA,0,0,0,
614483,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1373273,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
1340746,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
590049,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)
1735947,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)
2292262,PK,LOCALES EN REGLA,1,2,1,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2325529,PK,LOCALES EN REGLA,1,2,1,CRISTAL ( de CCU)KUNTSMANN ( de CCU)BECK S  (de ABINBEV)BECKER  (de ABINBEV)BUDWEISER  (de ABINBEV)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2145902,PK,LOCALES EN REGLA,0,0,0,
2282496,PK,LOCALES EN REGLA,1,3,1,DOLBEK ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2266323,CORPA,LOCALES EN REGLA,,,,AUSTRAL
2275257,PK,LOCALES EN REGLA,0,0,0,
1760772,PK,LOCALES EN REGLA,3,1,0,KUNTSMANN ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)
2316932,PK,LOCALES EN REGLA,1,0,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)STELLA ARTOIS (de ABINBEV)
694847,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
783257,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
2288876,PK,LOCALES EN REGLA,0,0,0,
2315996,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
745390,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
876739,PK,LOCALES EN REGLA,0,0,0,
998338,PK,LOCALES EN REGLA,0,0,0,
2325541,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
1330582,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
765111,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
796114,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2324638,PK,LOCALES EN REGLA,1,2,1,CRISTAL ( de CCU)PILSEN  (de ABINBEV)
1350404,PK,LOCALES EN REGLA,0,0,0,
991195,CORPA,LOCALES EN REGLA,,,,
2124883,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
