id,agencia,CATEGORÍA CENSO 1,CANTIDAD DE SCHOPERAS CCU,CANTIDAD DE SALIDAS,CANTIDAD DE SHOPERAS COMPETENCIA ,CCU/ABINBEV/OTRAS MARCAS COMPETENCIA
573816,PK,CCU/Cuestionados,4,1,0,HEINEKEN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
581049,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1682045,PK,CUESTIONADOS,2,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
770921,CORPA,IMPLEMENTADO,2,3,0,CRISTALROYAL GUARD
1307516,CORPA,CCU/Cuestionados,,,,
1382314,PK,CCU/Cuestionados,2,1,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1922447,CORPA,IMPLEMENTADO,3,2,0,AUSTRALROYAL GUARD
713450,PK,CCU/Cuestionados,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1672418,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,BUDWEISERSTELLA ARTOIS
615098,CORPA,IMPLEMENTADO,2,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2310676,PK,CCU/Cuestionados,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
1300153,PK,LOCALES EN REGLA,0,0,0,
2166232,PK,LOCALES EN REGLA,0,0,2,BECKER  (de ABINBEV)
2221123,PK,LOCALES EN REGLA,2,1,1,HEINEKEN ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)BUDWEISER  (de ABINBEV)
2334539,PK,LOCALES EN REGLA,3,3,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)BECKER  (de ABINBEV)BUDWEISER  (de ABINBEV)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2212996,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
2260449,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
892470,CORPA,LOCALES EN REGLA,1,2,0,
1439553,CORPA,LOCALES EN REGLA,2,1,0,CRISTALROYAL GUARD
2336092,PK,LOCALES EN REGLA,0,0,0,
2252572,PK,LOCALES EN REGLA,0,0,0,
582141,PK,LOCALES EN REGLA,0,0,0,
1675659,PK,LOCALES EN REGLA,0,0,0,
2082982,PK,LOCALES EN REGLA,0,0,0,
895529,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)CUSQUENA (de ABINBEV)
781739,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
1423040,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
1320053,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
847868,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
2322415,CORPA,LOCALES EN REGLA,1,2,0,
704188,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
704637,CORPA,LOCALES EN REGLA,6,3,6,AUSTRALROYAL GUARD
615263,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2220923,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
793830,PK,LOCALES EN REGLA,2,3,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)GUAYACAN ( de CCU)KUNTSMANN ( de CCU)
2335193,CORPA,LOCALES EN REGLA,1,2,0,
1668408,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
2247769,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
1964547,PK,LOCALES EN REGLA,0,0,0,
673743,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
567450,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
648757,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2235146,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1754794,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
686578,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1335099,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
589727,PK,LOCALES EN REGLA,0,0,0,
756344,PK,LOCALES EN REGLA,0,0,0,
2319332,PK,LOCALES EN REGLA,0,0,0,
2264442,PK,LOCALES EN REGLA,0,0,0,
746154,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
569881,PK,LOCALES EN REGLA,0,0,0,
1654818,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
661109,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
931321,PK,LOCALES EN REGLA,0,0,0,
1376754,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
650953,CORPA,LOCALES EN REGLA,1,1,1,BUDWEISERSTELLA ARTOIS
714239,CORPA,LOCALES EN REGLA,1,1,1,CRISTALROYAL GUARD
672295,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
1571478,PK,LOCALES EN REGLA,0,0,0,
1396282,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
505908,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
567744,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
698747,PK,LOCALES EN REGLA,2,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
661593,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
719864,CORPA,LOCALES EN REGLA,1,2,1,CRISTALROYAL GUARD
1642113,PK,LOCALES EN REGLA,0,0,0,
2285922,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
542895,PK,LOCALES EN REGLA,2,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
833235,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
1638627,PK,LOCALES EN REGLA,0,0,0,
662866,PK,LOCALES EN REGLA,0,0,0,
1629165,PK,LOCALES EN REGLA,2,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)
2303945,PK,LOCALES EN REGLA,0,0,0,
641556,CORPA,LOCALES EN REGLA,2,1,2,CRISTALROYAL GUARD
569424,PK,LOCALES EN REGLA,2,1,0,CRISTAL ( de CCU)CRISTAL ( de CCU)
654037,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
587392,PK,LOCALES EN REGLA,0,0,0,
642983,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
693158,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
698836,PK,LOCALES EN REGLA,0,0,0,
677412,PK,LOCALES EN REGLA,2,1,1,ESCUDO ( de CCU)KUNTSMANN ( de CCU)BUDWEISER  (de ABINBEV)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
680678,PK,LOCALES EN REGLA,1,2,0,ESCUDO ( de CCU)HEINEKEN ( de CCU)
1763117,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
2229843,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2155770,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
565558,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)
1764014,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
2303448,PK,LOCALES EN REGLA,0,0,0,
2099679,PK,LOCALES EN REGLA,0,0,0,
831963,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
788002,PK,CCU/Cuestionados,0,0,0,
788174,PK,CCU/Cuestionados,0,0,0,
2348027,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1742138,CORPA,LOCALES EN REGLA,2,1,0,
678680,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2200430,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1904054,CORPA,LOCALES EN REGLA,1,2,1,
814322,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
2303543,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
1741492,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
2235710,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
2401842,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
2341862,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
2303694,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
1349418,CORPA,LOCALES EN REGLA,,,,
675905,PK,LOCALES EN REGLA,2,2,0,DOLBEK ( de CCU)HEINEKEN ( de CCU)AUSTRAL ( de CCU)
2267093,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
598684,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
677759,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
677760,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
677758,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1647377,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
2106296,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
757517,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1329698,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2262326,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1943019,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
1691425,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
580468,PK,LOCALES EN REGLA,0,0,0,
2026160,PK,LOCALES EN REGLA,0,0,0,
2247206,PK,LOCALES EN REGLA,0,0,0,
616225,PK,LOCALES EN REGLA,0,0,0,
2308692,PK,LOCALES EN REGLA,0,0,0,
1683320,PK,LOCALES EN REGLA,1,1,0,AUSTRAL ( de CCU)
1689649,PK,LOCALES EN REGLA,0,0,0,
582133,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
560354,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
688691,PK,LOCALES EN REGLA,1,1,0,AUSTRAL ( de CCU)
851145,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2329528,PK,LOCALES EN REGLA,1,3,1,CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
761659,CORPA,LOCALES EN REGLA,1,2,1,CRISTALROYAL GUARD
594385,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
2299580,CORPA,LOCALES EN REGLA,,,,HEINEKEN
678842,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
676581,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2332442,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
2278235,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
654836,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
2298923,CORPA,LOCALES EN REGLA,1,2,1,CRISTALROYAL GUARD
517307,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2107371,CORPA,LOCALES EN REGLA,,,,
845142,PK,LOCALES EN REGLA,0,0,0,
792286,PK,LOCALES EN REGLA,0,0,0,
718956,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
2163927,CORPA,LOCALES EN REGLA,2,1,1,CRISTALROYAL GUARD
569622,PK,LOCALES EN REGLA,0,0,0,
506188,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
608909,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2360099,PK,LOCALES EN REGLA,1,4,0,KUNTSMANN ( de CCU)
671338,CORPA,LOCALES EN REGLA,2,1,0,CRISTALROYAL GUARD
2290630,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
898262,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1350059,CORPA,LOCALES EN REGLA,1,2,2,
1661453,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
592674,PK,LOCALES EN REGLA,0,0,0,
1733587,PK,LOCALES EN REGLA,0,0,0,
799942,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1749635,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
1700852,CORPA,LOCALES EN REGLA,1,2,1,CRISTALROYAL GUARD
653782,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
836863,PK,LOCALES EN REGLA,0,0,0,
2328008,CORPA,LOCALES EN REGLA,2,2,1,KUNTSMANNAUSTRALHEINEKENOTRA MARCA 1OTRA MARCA 2
597716,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
637661,PK,LOCALES EN REGLA,0,0,0,
742285,PK,LOCALES EN REGLA,0,0,0,
2262739,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
885066,PK,LOCALES EN REGLA,0,0,0,
921971,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
988915,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1673022,PK,LOCALES EN REGLA,0,0,0,
560469,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
991375,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
2253204,CORPA,LOCALES EN REGLA,2,2,2,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2204685,CORPA,LOCALES EN REGLA,,,,AUSTRAL
2317953,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)
2326772,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
758656,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
879975,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1658615,PK,LOCALES EN REGLA,0,0,0,
2345386,PK,LOCALES EN REGLA,0,0,0,
1988415,PK,LOCALES EN REGLA,1,3,0,HEINEKEN ( de CCU)
885832,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
723121,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
1574944,CORPA,LOCALES EN REGLA,,,,
1799767,SIN CENSO,LOCALES EN REGLA,,,,
589104,PK,LOCALES EN REGLA,0,0,0,
564488,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
2117571,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1375394,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1707392,PK,LOCALES EN REGLA,1,3,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)BUDWEISER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)
1957859,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
677370,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ESCUDO ( de CCU)
2211183,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
657902,PK,LOCALES EN REGLA,3,2,2,HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)BECKER  (de ABINBEV)KILOMETRO 24.7 (de ABINBEV)BECKER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2291407,CORPA,LOCALES EN REGLA,2,2,0,HEINEKEN
580946,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
2063217,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
2007092,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
2310577,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2118529,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1419726,CORPA,LOCALES EN REGLA,1,2,0,
1626784,PK,LOCALES EN REGLA,1,6,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)
675791,CORPA,LOCALES EN REGLA,1,2,0,
661740,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
1333138,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
675440,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2289066,PK,LOCALES EN REGLA,0,0,0,
2238875,PK,LOCALES EN REGLA,0,0,0,
1371827,PK,LOCALES EN REGLA,0,0,0,
2288483,PK,LOCALES EN REGLA,0,0,0,
2328600,CORPA,LOCALES EN REGLA,1,1,0,
2128861,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1380765,PK,LOCALES EN REGLA,0,0,0,
2145605,PK,LOCALES EN REGLA,1,2,1,BUD LIGHT  (de ABINBEV)STELLA ARTOIS (de ABINBEV)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2339965,PK,LOCALES EN REGLA,0,0,0,
2244255,CORPA,LOCALES EN REGLA,1,2,2,AUSTRAL
573295,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ESCUDO ( de CCU)
1714733,PK,LOCALES EN REGLA,0,0,0,
586578,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
1467555,PK,LOCALES EN REGLA,1,2,0,DOLBEK ( de CCU)
551303,PK,LOCALES EN REGLA,0,0,0,
1317099,CORPA,LOCALES EN REGLA,1,3,0,
615236,CORPA,LOCALES EN REGLA,0,1,1,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2265931,PK,LOCALES EN REGLA,0,0,0,
2325842,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
749294,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
1908425,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)GUAYACAN ( de CCU)
2268810,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
1442172,CORPA,LOCALES EN REGLA,2,2,0,
2330376,CORPA,LOCALES EN REGLA,2,2,0,
2133854,PK,LOCALES EN REGLA,1,2,0,GUAYACAN ( de CCU)HEINEKEN ( de CCU)
1909031,CORPA,IMPLEMENTADO,1,6,1,
1909051,PK,IMPLEMENTADO,0,0,0,
677480,PK,IMPLEMENTADO,0,0,0,
679124,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
759879,PK,IMPLEMENTADO,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2119807,CORPA,LOCALES EN REGLA,,,,
1876240,CORPA,LOCALES EN REGLA,1,2,3,AUSTRALROYAL GUARD
1339492,PK,LOCALES EN REGLA,2,2,0,KUNTSMANN ( de CCU)CRISTAL ( de CCU)
2219735,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
1460812,CORPA,LOCALES EN REGLA,1,1,0,
2290987,CORPA,LOCALES EN REGLA,1,2,1,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2221186,PK,LOCALES EN REGLA,1,1,1,HEINEKEN ( de CCU)BECKER  (de ABINBEV)
1328359,PK,LOCALES EN REGLA,0,0,0,
2122557,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)STELLA ARTOIS (de ABINBEV)
1653226,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
581377,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
549939,PK,LOCALES EN REGLA,0,0,0,
550073,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
587780,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1324474,CORPA,LOCALES EN REGLA,1,3,0,
2312815,CORPA,LOCALES EN REGLA,1,2,0,HEINEKEN
586993,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
2256181,PK,LOCALES EN REGLA,0,0,0,
2135781,PK,LOCALES EN REGLA,0,0,0,
1318327,CORPA,LOCALES EN REGLA,1,4,3,
2149229,PK,LOCALES EN REGLA,0,0,0,
1910067,PK,LOCALES EN REGLA,1,8,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
1365493,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
767429,PK,LOCALES EN REGLA,0,0,0,
609308,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
2300557,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)GUAYACAN ( de CCU)
1432696,PK,LOCALES EN REGLA,0,0,0,
2081806,PK,LOCALES EN REGLA,0,0,0,
679152,CORPA,LOCALES EN REGLA,1,3,1,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2330619,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
544069,PK,LOCALES EN REGLA,0,0,0,
638418,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
568178,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1681835,PK,LOCALES EN REGLA,1,3,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
583539,PK,LOCALES EN REGLA,0,0,0,
1742162,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
839237,CORPA,LOCALES EN REGLA,1,4,1,BUDWEISERSTELLA ARTOIS
2114467,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
2349444,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
1362407,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
2356165,PK,LOCALES EN REGLA,0,0,0,
2239924,PK,LOCALES EN REGLA,0,0,0,
533339,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
827523,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1367365,PK,LOCALES EN REGLA,3,1,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
2320427,CORPA,LOCALES EN REGLA,1,3,0,HEINEKEN
586697,PK,LOCALES EN REGLA,0,0,0,
1328876,PK,LOCALES EN REGLA,2,3,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
544376,PK,LOCALES EN REGLA,3,1,0,CRISTAL ( de CCU)HEINEKEN ( de CCU)CRISTAL ( de CCU)
2325675,CORPA,LOCALES EN REGLA,1,3,0,HEINEKEN
932875,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
562284,PK,LOCALES EN REGLA,2,1,0,HEINEKEN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
559258,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ESCUDO ( de CCU)
1602257,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
2273315,PK,LOCALES EN REGLA,0,0,0,
1915083,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
2237675,CORPA,LOCALES EN REGLA,1,2,1,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
1762603,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
771827,PK,LOCALES EN REGLA,0,0,0,
1806856,PK,LOCALES EN REGLA,2,2,1,KUNTSMANN ( de CCU)AUSTRAL ( de CCU)STELLA ARTOIS (de ABINBEV)
581928,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
2153830,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)HEINEKEN ( de CCU)
2350904,CORPA,LOCALES EN REGLA,1,1,0,BUDWEISERSTELLA ARTOIS
525480,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2353678,PK,LOCALES EN REGLA,0,0,0,
2314764,CORPA,LOCALES EN REGLA,,,,
615113,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
679098,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
676567,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
1993771,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
718147,PK,LOCALES EN REGLA,0,0,0,
2228153,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1437723,PK,LOCALES EN REGLA,1,2,0,DOLBEK ( de CCU)
1328841,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1323837,PK,LOCALES EN REGLA,1,1,0,ROYAL GUARD  ( de CCU)
2229998,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1347274,PK,LOCALES EN REGLA,0,0,0,
2266182,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1644755,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
532870,CORPA,LOCALES EN REGLA,1,2,0,
2310767,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
992262,PK,LOCALES EN REGLA,0,0,1,STELLA ARTOIS (de ABINBEV)
590218,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
543942,PK,LOCALES EN REGLA,2,2,0,KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
